period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-01-14T13,17.32%,31.32%,40.20%,0.00%,11.16%,8.96,30.69
2023-01-14T14,16.91%,30.30%,39.14%,0.00%,13.66%,8.73,29.93
2023-01-14T15,16.56%,29.82%,38.38%,0.00%,15.25%,8.56,29.33
2023-01-14T16,16.64%,28.94%,38.52%,0.00%,15.90%,8.55,29.38
2023-01-14T17,16.96%,28.90%,39.22%,0.00%,14.92%,8.69,29.88
2023-01-14T18,17.50%,28.82%,40.54%,0.00%,13.14%,8.92,30.73
2023-01-14T19,18.25%,29.17%,42.27%,0.00%,10.31%,9.26,31.97
2023-01-14T20,18.85%,29.48%,43.59%,0.00%,8.08%,9.53,32.95
2023-01-14T21,19.46%,30.24%,45.10%,0.00%,5.21%,9.83,34.00
2023-01-14T22,19.40%,31.26%,44.86%,0.00%,4.48%,9.85,34.01
2023-01-14T23,18.72%,32.24%,43.44%,0.00%,5.60%,9.60,33.01
2023-01-15T00,17.41%,29.41%,40.43%,0.00%,12.75%,8.91,30.66
2023-01-15T01,16.99%,27.64%,39.49%,0.00%,15.88%,8.64,29.81
2023-01-15T02,16.87%,27.67%,39.03%,0.00%,16.43%,8.59,29.62
2023-01-15T03,16.81%,27.82%,38.81%,0.00%,16.55%,8.57,29.54
2023-01-15T04,16.90%,27.51%,39.12%,0.00%,16.47%,8.59,29.65
2023-01-15T05,17.39%,28.14%,40.18%,0.00%,14.29%,8.84,30.50
2023-01-15T06,17.62%,29.34%,40.73%,0.00%,12.31%,8.99,30.97
2023-01-15T07,17.58%,30.72%,41.12%,0.00%,10.58%,9.04,31.05
2023-01-15T08,17.64%,30.42%,41.07%,0.00%,10.87%,9.05,31.12
2023-01-15T09,17.65%,30.47%,40.67%,0.00%,11.21%,9.06,31.13
2023-01-15T10,17.32%,30.42%,40.10%,0.00%,12.16%,8.92,30.60
2023-01-15T11,17.06%,29.90%,39.39%,0.00%,13.64%,8.78,30.15
2023-01-15T12,16.51%,29.44%,38.23%,0.00%,15.81%,8.52,29.22
2023-01-15T13,15.94%,29.40%,36.82%,0.00%,17.84%,8.27,28.30
2023-01-15T14,15.71%,28.85%,36.15%,0.00%,19.30%,8.15,27.88
2023-01-15T15,16.15%,26.55%,37.43%,0.00%,19.86%,8.23,28.37
2023-01-15T16,17.34%,24.56%,40.28%,0.00%,17.82%,8.64,30.07
2023-01-15T17,17.54%,22.67%,42.79%,0.00%,16.99%,8.64,30.21
2023-01-15T18,17.42%,22.88%,45.47%,0.00%,14.23%,8.60,30.03
2023-01-15T19,17.25%,24.38%,47.36%,0.00%,11.01%,8.60,29.91
2023-01-15T20,17.82%,24.41%,49.54%,0.00%,8.23%,8.84,30.81
2023-01-15T21,17.44%,24.59%,50.94%,0.00%,7.03%,8.69,30.22
2023-01-15T22,17.41%,26.20%,50.93%,0.00%,5.45%,8.75,30.34
2023-01-15T23,17.17%,29.89%,48.39%,0.00%,4.55%,8.83,30.31
2023-01-16T00,16.66%,28.27%,44.79%,0.00%,10.28%,8.53,29.34
2023-01-16T01,16.35%,27.19%,43.67%,0.00%,12.80%,8.34,28.73
2023-01-16T02,16.67%,27.66%,43.07%,0.00%,12.59%,8.50,29.30
2023-01-16T03,16.57%,28.52%,43.02%,0.00%,11.89%,8.50,29.22
2023-01-16T04,16.36%,27.98%,43.68%,0.00%,11.98%,8.39,28.84
2023-01-16T05,16.56%,28.23%,44.84%,0.00%,10.36%,8.49,29.19
2023-01-16T06,16.38%,28.21%,44.90%,0.00%,10.50%,8.41,28.89
2023-01-16T07,15.55%,27.91%,45.48%,0.00%,11.06%,8.03,27.53
2023-01-16T08,14.63%,28.46%,45.49%,0.00%,11.43%,7.66,26.11
2023-01-16T09,14.54%,27.63%,45.76%,0.00%,12.07%,7.58,25.89
2023-01-16T10,14.50%,26.78%,45.62%,0.00%,13.09%,7.53,25.76
2023-01-16T11,14.54%,27.76%,44.10%,0.00%,13.60%,7.59,25.91
2023-01-16T12,15.00%,26.26%,42.15%,0.00%,16.60%,7.72,26.50
2023-01-16T13,14.19%,26.07%,39.72%,0.00%,20.01%,7.36,25.19
2023-01-16T14,13.88%,25.57%,38.94%,0.00%,21.60%,7.20,24.65
2023-01-16T15,14.30%,24.11%,39.99%,0.00%,21.60%,7.31,25.17
2023-01-16T16,14.83%,22.24%,41.34%,0.00%,21.58%,7.45,25.83
2023-01-16T17,15.36%,23.63%,42.86%,0.00%,18.16%,7.75,26.81
2023-01-16T18,15.81%,22.63%,44.19%,0.00%,17.37%,7.89,27.44
2023-01-16T19,16.19%,24.45%,45.31%,0.00%,14.06%,8.14,28.22
2023-01-16T20,16.61%,23.75%,46.57%,0.00%,13.07%,8.29,28.82
2023-01-16T21,16.74%,23.90%,46.86%,0.00%,12.50%,8.35,29.04
2023-01-16T22,16.68%,24.00%,46.66%,0.00%,12.65%,8.33,28.96
2023-01-16T23,16.21%,23.36%,45.37%,0.00%,15.06%,8.10,28.15
2023-01-17T00,15.77%,23.06%,44.10%,0.00%,17.07%,7.90,27.42
2023-01-17T01,15.73%,23.05%,44.05%,0.00%,17.18%,7.88,27.35
2023-01-17T02,16.18%,21.06%,45.20%,0.00%,17.56%,7.98,27.87
2023-01-17T03,16.85%,19.62%,47.23%,0.00%,16.30%,8.20,28.80
2023-01-17T04,17.71%,18.14%,49.48%,0.00%,14.66%,8.50,30.04
2023-01-17T05,17.99%,17.98%,52.21%,0.00%,11.82%,8.61,30.47
2023-01-17T06,18.22%,20.59%,54.93%,0.00%,6.26%,8.83,31.08
2023-01-17T07,18.50%,21.85%,56.63%,0.00%,3.02%,9.01,31.65
2023-01-17T08,17.83%,21.78%,57.96%,0.00%,2.44%,8.72,30.57
2023-01-17T09,17.67%,21.65%,58.08%,0.00%,2.60%,8.65,30.31
2023-01-17T10,17.63%,21.36%,57.71%,0.00%,3.30%,8.62,30.22
2023-01-17T11,16.75%,22.51%,55.09%,0.00%,5.65%,8.29,28.93
2023-01-17T12,15.33%,20.61%,50.37%,0.00%,13.69%,7.59,26.48
2023-01-17T13,14.97%,18.61%,47.34%,0.00%,19.08%,7.34,25.71
2023-01-17T14,15.83%,16.90%,47.38%,0.00%,19.89%,7.63,26.91
2023-01-17T15,15.76%,16.76%,47.34%,0.00%,20.14%,7.59,26.79
2023-01-17T16,15.82%,17.27%,47.46%,0.00%,19.45%,7.64,26.93
2023-01-17T17,15.90%,17.94%,47.72%,0.00%,18.44%,7.71,27.12
2023-01-17T18,16.13%,18.02%,48.35%,0.00%,17.51%,7.81,27.49
2023-01-17T19,17.16%,16.43%,48.96%,0.00%,17.45%,8.18,28.98
2023-01-17T20,17.63%,14.57%,49.95%,0.00%,17.85%,8.29,29.55
2023-01-17T21,18.11%,13.52%,50.51%,0.00%,17.86%,8.45,30.22
2023-01-17T22,17.94%,13.26%,50.24%,0.00%,18.56%,8.36,29.93
2023-01-17T23,17.64%,14.72%,49.33%,0.00%,18.32%,8.30,29.58
2023-01-18T00,16.18%,15.60%,47.26%,0.00%,20.96%,7.71,27.34
2023-01-18T01,14.31%,15.16%,46.76%,0.00%,23.77%,6.89,24.32
2023-01-18T02,14.52%,13.57%,47.56%,0.00%,24.35%,6.90,24.49
2023-01-18T03,14.87%,13.41%,48.46%,0.00%,23.26%,7.05,25.04
2023-01-18T04,15.49%,14.03%,50.56%,0.00%,19.92%,7.34,26.09
2023-01-18T05,16.38%,14.64%,53.60%,0.00%,15.38%,7.76,27.57
2023-01-18T06,17.12%,15.44%,55.85%,0.00%,11.59%,8.11,28.82
2023-01-18T07,16.94%,16.60%,55.29%,0.00%,11.17%,8.09,28.65
2023-01-18T08,17.07%,15.82%,55.81%,0.00%,11.30%,8.11,28.79
2023-01-18T09,17.13%,15.41%,56.11%,0.00%,11.35%,8.12,28.84
2023-01-18T10,16.99%,16.36%,55.45%,0.00%,11.20%,8.10,28.71
2023-01-18T11,16.13%,17.76%,52.79%,0.00%,13.32%,7.80,27.47
2023-01-18T12,15.20%,16.65%,49.06%,0.00%,19.09%,7.34,25.88
2023-01-18T13,15.78%,16.21%,45.28%,0.00%,22.72%,7.57,26.77
2023-01-18T14,16.99%,15.55%,44.88%,0.00%,22.58%,8.06,28.63
2023-01-18T15,17.27%,14.76%,44.83%,0.00%,23.14%,8.14,29.00
2023-01-18T16,17.66%,13.76%,45.88%,0.00%,22.70%,8.27,29.53
2023-01-18T17,17.79%,14.60%,46.23%,0.00%,21.37%,8.36,29.82
2023-01-18T18,18.02%,13.90%,46.96%,0.00%,21.12%,8.43,30.11
2023-01-18T19,18.13%,13.68%,47.29%,0.00%,20.89%,8.47,30.28
2023-01-18T20,17.94%,14.67%,48.33%,0.00%,19.06%,8.43,30.06
2023-01-18T21,17.13%,14.37%,49.20%,0.00%,19.30%,8.07,28.74
2023-01-18T22,17.15%,14.22%,49.33%,0.00%,19.30%,8.07,28.75
2023-01-18T23,16.15%,15.67%,48.40%,0.00%,19.79%,7.70,27.30
2023-01-19T00,14.60%,16.10%,45.68%,0.00%,23.63%,7.06,24.87
2023-01-19T01,14.16%,15.96%,45.78%,0.00%,24.11%,6.86,24.15
2023-01-19T02,14.28%,15.24%,46.84%,0.00%,23.63%,6.88,24.28
2023-01-19T03,14.59%,15.70%,48.52%,0.00%,21.19%,7.04,24.82
2023-01-19T04,15.23%,15.33%,50.62%,0.00%,18.82%,7.30,25.81
2023-01-19T05,15.41%,14.61%,54.12%,0.00%,15.85%,7.34,26.02
2023-01-19T06,16.33%,16.63%,57.22%,0.00%,9.83%,7.83,27.68
2023-01-19T07,16.82%,17.11%,58.72%,0.00%,7.35%,8.06,28.51
2023-01-19T08,17.32%,16.29%,60.46%,0.00%,5.93%,8.24,29.22
2023-01-19T09,17.54%,16.38%,61.21%,0.00%,4.86%,8.34,29.59
2023-01-19T10,17.16%,16.76%,61.20%,0.00%,4.89%,8.19,29.02
2023-01-19T11,16.38%,16.67%,58.43%,0.00%,8.53%,7.85,27.76
2023-01-19T12,15.27%,18.64%,54.25%,0.00%,11.84%,7.47,26.18
2023-01-19T13,15.10%,16.25%,49.36%,0.00%,19.29%,7.28,25.68
2023-01-19T14,14.78%,16.13%,48.69%,0.00%,20.39%,7.14,25.16
2023-01-19T15,14.92%,14.43%,48.99%,0.00%,21.66%,7.12,25.22
2023-01-19T16,14.69%,12.71%,49.36%,0.00%,23.24%,6.94,24.69
2023-01-19T17,14.35%,13.13%,49.22%,0.00%,23.30%,6.81,24.18
2023-01-19T18,14.60%,13.19%,49.91%,0.00%,22.30%,6.92,24.58
2023-01-19T19,14.66%,15.36%,50.26%,0.00%,19.72%,7.05,24.89
2023-01-19T20,14.87%,14.56%,50.99%,0.00%,19.58%,7.10,25.15
2023-01-19T21,14.91%,14.78%,50.96%,0.00%,19.35%,7.13,25.23
2023-01-19T22,14.79%,15.50%,50.73%,0.00%,18.98%,7.11,25.11
2023-01-19T23,14.31%,17.55%,48.98%,0.00%,19.15%,7.00,24.55
2023-01-20T00,13.49%,18.65%,46.49%,0.00%,21.37%,6.70,23.34
2023-01-20T01,13.23%,18.63%,45.63%,0.00%,22.50%,6.59,22.93
2023-01-20T02,13.22%,18.28%,45.95%,0.00%,22.55%,6.57,22.88
2023-01-20T03,13.32%,18.01%,46.15%,0.00%,22.53%,6.60,23.01
2023-01-20T04,13.69%,17.92%,47.55%,0.00%,20.84%,6.75,23.59
2023-01-20T05,14.24%,18.40%,49.74%,0.00%,17.62%,7.01,24.51
2023-01-20T06,14.71%,17.81%,51.07%,0.00%,16.41%,7.19,25.22
2023-01-20T07,14.78%,18.53%,51.58%,0.00%,15.11%,7.25,25.40
2023-01-20T08,14.75%,19.12%,51.42%,0.00%,14.71%,7.27,25.40
2023-01-20T09,14.69%,19.37%,51.17%,0.00%,14.77%,7.26,25.34
2023-01-20T10,14.27%,21.47%,49.56%,0.00%,14.69%,7.18,24.87
2023-01-20T11,13.56%,23.48%,46.91%,0.00%,16.05%,6.97,23.93
2023-01-20T12,12.52%,26.11%,43.49%,0.00%,17.88%,6.64,22.52
2023-01-20T13,11.63%,25.47%,39.96%,0.00%,22.94%,6.23,21.04
2023-01-20T14,12.83%,25.25%,39.17%,0.00%,22.76%,6.73,22.94
2023-01-20T15,13.04%,23.45%,39.79%,0.00%,23.72%,6.74,23.09
2023-01-20T16,13.33%,21.96%,41.43%,0.00%,23.28%,6.79,23.42
2023-01-20T17,13.50%,22.43%,42.39%,0.00%,21.69%,6.89,23.72
2023-01-20T18,13.70%,22.39%,44.44%,0.00%,19.47%,6.97,24.05
2023-01-20T19,14.23%,22.94%,45.93%,0.00%,16.90%,7.23,24.94
2023-01-20T20,14.41%,23.78%,47.00%,0.00%,14.82%,7.34,25.31
2023-01-20T21,14.76%,24.12%,47.74%,0.00%,13.38%,7.51,25.90
2023-01-20T22,14.66%,25.39%,47.63%,0.00%,12.32%,7.53,25.87
2023-01-20T23,13.80%,29.61%,45.37%,0.00%,11.22%,7.36,24.91
2023-01-21T00,12.95%,29.67%,42.60%,0.00%,14.78%,7.00,23.55
2023-01-21T01,12.63%,28.01%,41.66%,0.00%,17.69%,6.78,22.88
2023-01-21T02,12.58%,28.13%,41.63%,0.00%,17.66%,6.77,22.82
2023-01-21T03,12.57%,28.05%,41.70%,0.00%,17.69%,6.76,22.79
2023-01-21T04,12.71%,27.35%,42.31%,0.00%,17.63%,6.78,22.95
2023-01-21T05,12.95%,27.11%,43.05%,0.00%,16.90%,6.87,23.30
2023-01-21T06,13.23%,27.06%,43.69%,0.00%,16.03%,6.99,23.74
2023-01-21T07,13.28%,27.18%,44.11%,0.00%,15.43%,7.02,23.85
2023-01-21T08,13.23%,27.55%,43.82%,0.00%,15.41%,7.02,23.80
2023-01-21T09,12.94%,28.46%,43.02%,0.00%,15.58%,6.94,23.42
2023-01-21T10,12.75%,28.40%,42.33%,0.00%,16.53%,6.85,23.12
2023-01-21T11,12.27%,30.42%,40.88%,0.00%,16.43%,6.74,22.55
2023-01-21T12,11.81%,29.96%,39.26%,0.00%,18.97%,6.52,21.76
2023-01-21T13,12.27%,29.27%,37.64%,0.00%,20.82%,6.69,22.44
2023-01-21T14,13.35%,28.43%,36.47%,0.00%,21.75%,7.11,24.07
2023-01-21T15,13.50%,27.00%,36.80%,0.00%,22.70%,7.11,24.18
2023-01-21T16,14.12%,26.03%,38.38%,0.00%,21.48%,7.33,25.07
2023-01-21T17,15.10%,23.67%,41.13%,0.00%,20.09%,7.64,26.41
2023-01-21T18,15.85%,23.71%,43.01%,0.00%,17.44%,7.96,27.60
2023-01-21T19,16.96%,23.30%,45.91%,0.00%,13.83%,8.42,29.33
2023-01-21T20,17.57%,23.86%,47.61%,0.00%,10.96%,8.71,30.36
2023-01-21T21,17.80%,25.09%,48.18%,0.00%,8.94%,8.87,30.84
2023-01-21T22,15.27%,29.19%,47.91%,0.00%,7.64%,7.97,27.21
2023-01-21T23,13.93%,29.94%,46.16%,0.00%,9.97%,7.43,25.15
2023-01-22T00,13.02%,27.77%,43.07%,0.00%,16.14%,6.94,23.48
2023-01-22T01,12.89%,26.28%,42.55%,0.00%,18.29%,6.81,23.13
2023-01-22T02,12.87%,26.13%,42.61%,0.00%,18.40%,6.79,23.08
2023-01-22T03,13.12%,24.82%,43.49%,0.00%,18.57%,6.84,23.35
2023-01-22T04,13.53%,25.45%,44.69%,0.00%,16.32%,7.05,24.08
2023-01-22T05,14.01%,24.06%,46.44%,0.00%,15.49%,7.19,24.71
2023-01-22T06,14.57%,22.82%,48.43%,0.00%,14.18%,7.37,25.48
2023-01-22T07,14.84%,23.09%,49.32%,0.00%,12.76%,7.50,25.93
2023-01-22T08,15.06%,23.33%,50.06%,0.00%,11.55%,7.60,26.30
2023-01-22T09,15.12%,23.10%,50.28%,0.00%,11.50%,7.62,26.37
2023-01-22T10,15.15%,23.82%,50.46%,0.00%,10.57%,7.67,26.51
2023-01-22T11,15.01%,23.61%,49.91%,0.00%,11.47%,7.60,26.26
2023-01-22T12,14.78%,24.26%,49.20%,0.00%,11.76%,7.53,25.94
2023-01-22T13,14.31%,26.28%,47.52%,0.00%,11.89%,7.42,25.40
2023-01-22T14,13.72%,26.70%,45.69%,0.00%,13.89%,7.19,24.50
2023-01-22T15,13.37%,24.15%,44.42%,0.00%,18.06%,6.91,23.69
2023-01-22T16,13.32%,24.42%,44.24%,0.00%,18.02%,6.90,23.63
2023-01-22T17,13.38%,23.96%,44.35%,0.00%,18.31%,6.91,23.69
2023-01-22T18,13.42%,24.19%,44.64%,0.00%,17.75%,6.94,23.77
2023-01-22T19,13.50%,24.06%,44.93%,0.00%,17.51%,6.97,23.90
2023-01-22T20,13.65%,24.25%,45.13%,0.00%,16.98%,7.04,24.14
2023-01-22T21,13.93%,24.45%,45.00%,0.00%,16.62%,7.17,24.62
2023-01-22T22,13.75%,26.41%,43.76%,0.00%,16.08%,7.19,24.51
2023-01-22T23,13.43%,26.12%,42.51%,0.00%,17.94%,7.04,23.98
2023-01-23T00,13.08%,25.12%,41.34%,0.00%,20.46%,6.84,23.32
2023-01-23T01,13.14%,25.15%,41.26%,0.00%,20.45%,6.86,23.42
2023-01-23T02,13.29%,24.25%,41.81%,0.00%,20.65%,6.89,23.58
2023-01-23T03,13.52%,23.38%,42.42%,0.00%,20.68%,6.94,23.85
2023-01-23T04,14.01%,24.70%,43.94%,0.00%,17.35%,7.22,24.77
2023-01-23T05,14.60%,23.19%,46.10%,0.00%,16.11%,7.40,25.57
2023-01-23T06,15.31%,24.14%,47.92%,0.00%,12.63%,7.75,26.78
2023-01-23T07,15.57%,25.98%,49.03%,0.00%,9.42%,7.95,27.38
2023-01-23T08,15.71%,26.11%,49.26%,0.00%,8.92%,8.02,27.62
2023-01-23T09,15.55%,26.54%,48.92%,0.00%,8.99%,7.97,27.41
2023-01-23T10,15.09%,28.13%,47.45%,0.00%,9.33%,7.85,26.83
2023-01-23T11,14.34%,28.67%,44.89%,0.00%,12.10%,7.55,25.67
2023-01-23T12,14.34%,28.51%,41.25%,0.00%,15.90%,7.54,25.66
2023-01-23T13,15.22%,26.68%,38.97%,0.00%,19.14%,7.83,26.89
2023-01-23T14,15.10%,26.65%,38.45%,0.00%,19.80%,7.78,26.69
2023-01-23T15,15.55%,25.57%,39.23%,0.00%,19.65%,7.92,27.30
2023-01-23T16,15.42%,26.17%,39.52%,0.00%,18.89%,7.90,27.16
2023-01-23T17,14.94%,27.31%,39.68%,0.00%,18.07%,7.74,26.50
2023-01-23T18,15.41%,27.45%,40.64%,0.00%,16.50%,7.95,27.26
2023-01-23T19,15.78%,27.27%,41.44%,0.00%,15.52%,8.10,27.84
2023-01-23T20,16.16%,26.11%,42.61%,0.00%,15.12%,8.21,28.33
2023-01-23T21,15.85%,24.66%,43.87%,0.00%,15.62%,8.01,27.70
2023-01-23T22,15.72%,24.69%,44.05%,0.00%,15.55%,7.95,27.49
2023-01-23T23,15.06%,27.99%,42.21%,0.00%,14.74%,7.83,26.76
2023-01-24T00,14.61%,29.87%,39.65%,0.00%,15.86%,7.72,26.23
2023-01-24T01,15.15%,29.58%,38.53%,0.00%,16.74%,7.94,27.06
2023-01-24T02,14.64%,29.30%,38.03%,0.00%,18.02%,7.71,26.22
2023-01-24T03,14.66%,29.30%,38.07%,0.00%,17.97%,7.72,26.26
2023-01-24T04,14.70%,28.45%,38.85%,0.00%,18.00%,7.69,26.23
2023-01-24T05,14.90%,29.52%,39.72%,0.00%,15.86%,7.83,26.65
2023-01-24T06,15.04%,30.34%,40.04%,0.00%,14.58%,7.93,26.96
2023-01-24T07,15.56%,31.06%,39.47%,0.00%,13.91%,8.19,27.86
2023-01-24T08,15.66%,30.88%,39.32%,0.00%,14.13%,8.22,28.01
2023-01-24T09,15.18%,30.37%,38.78%,0.00%,15.68%,7.99,27.18
2023-01-24T10,14.64%,29.76%,38.13%,0.00%,17.47%,7.73,26.27
2023-01-24T11,14.78%,28.63%,37.20%,0.00%,19.39%,7.74,26.37
2023-01-24T12,14.98%,29.14%,34.78%,0.00%,21.11%,7.85,26.74
2023-01-24T13,15.26%,30.95%,33.08%,0.00%,20.71%,8.06,27.38
2023-01-24T14,16.45%,30.42%,32.87%,0.00%,20.25%,8.54,29.22
2023-01-24T15,17.43%,26.82%,34.81%,0.00%,20.94%,8.79,30.44
2023-01-24T16,17.72%,26.14%,38.15%,0.00%,17.99%,8.88,30.83
2023-01-24T17,16.72%,27.75%,41.22%,0.00%,14.31%,8.53,29.39
2023-01-24T18,17.12%,28.67%,42.87%,0.00%,11.34%,8.75,30.11
2023-01-24T19,17.78%,29.73%,44.31%,0.00%,8.18%,9.08,31.27
2023-01-24T20,18.02%,28.86%,45.34%,0.00%,7.77%,9.15,31.58
2023-01-24T21,18.16%,28.99%,45.78%,0.00%,7.07%,9.21,31.80
2023-01-24T22,17.66%,31.08%,44.59%,0.00%,6.68%,9.10,31.22
2023-01-24T23,16.82%,33.03%,42.53%,0.00%,7.62%,8.83,30.06
2023-01-25T00,16.19%,30.63%,39.68%,0.00%,13.50%,8.44,28.81
2023-01-25T01,16.48%,27.40%,39.38%,0.00%,16.73%,8.41,28.97
2023-01-25T02,16.17%,26.99%,39.85%,0.00%,16.99%,8.26,28.43
2023-01-25T03,16.23%,25.35%,40.90%,0.00%,17.52%,8.20,28.37
2023-01-25T04,16.55%,24.79%,42.37%,0.00%,16.28%,8.32,28.84
2023-01-25T05,17.33%,24.54%,44.13%,0.00%,14.01%,8.64,30.04
2023-01-25T06,16.61%,25.59%,45.77%,0.00%,12.03%,8.38,29.00
2023-01-25T07,15.37%,26.81%,46.64%,0.00%,11.18%,7.90,27.14
2023-01-25T08,15.51%,26.72%,47.04%,0.00%,10.73%,7.96,27.35
2023-01-25T09,15.66%,25.97%,47.49%,0.00%,10.88%,7.99,27.52
2023-01-25T10,15.86%,24.72%,48.04%,0.00%,11.38%,8.01,27.72
2023-01-25T11,15.47%,25.06%,46.73%,0.00%,12.74%,7.86,27.13
2023-01-25T12,15.22%,26.60%,44.36%,0.00%,13.81%,7.83,26.88
2023-01-25T13,15.49%,26.18%,41.54%,0.00%,16.80%,7.93,27.28
2023-01-25T14,16.64%,24.14%,41.75%,0.00%,17.47%,8.32,28.91
2023-01-25T15,16.79%,23.94%,41.63%,0.00%,17.65%,8.38,29.13
2023-01-25T16,16.93%,25.78%,41.99%,0.00%,15.29%,8.53,29.54
2023-01-25T17,16.89%,25.85%,41.96%,0.00%,15.29%,8.51,29.48
2023-01-25T18,17.24%,23.89%,42.47%,0.01%,16.39%,8.60,29.93
2023-01-25T19,17.25%,23.74%,42.68%,0.00%,16.34%,8.57,29.84
2023-01-25T20,17.52%,23.29%,43.20%,0.00%,15.99%,8.66,30.22
2023-01-25T21,17.35%,23.62%,42.92%,0.01%,16.11%,8.64,30.08
2023-01-25T22,17.09%,24.89%,42.36%,0.00%,15.65%,8.55,29.70
2023-01-25T23,16.42%,26.74%,40.64%,0.00%,16.19%,8.35,28.81
2023-01-26T00,15.51%,29.08%,38.58%,0.00%,16.83%,8.07,27.59
2023-01-26T01,14.93%,29.17%,37.68%,0.00%,18.23%,7.83,26.66
2023-01-26T02,13.69%,29.37%,38.27%,0.00%,18.67%,7.30,24.70
2023-01-26T03,13.14%,29.23%,38.81%,0.00%,18.82%,7.06,23.81
2023-01-26T04,13.65%,27.46%,40.23%,0.00%,18.66%,7.19,24.46
2023-01-26T05,14.53%,26.16%,43.16%,0.00%,16.16%,7.51,25.73
2023-01-26T06,14.84%,26.56%,44.71%,0.00%,13.90%,7.66,26.26
2023-01-26T07,15.05%,26.96%,45.64%,0.00%,12.35%,7.77,26.64
2023-01-26T08,15.19%,26.62%,46.01%,0.00%,12.19%,7.82,26.84
2023-01-26T09,15.19%,27.02%,45.96%,0.00%,11.84%,7.83,26.87
2023-01-26T10,15.22%,26.74%,46.05%,0.00%,11.99%,7.84,26.89
2023-01-26T11,14.73%,28.12%,44.15%,0.00%,13.00%,7.69,26.25
2023-01-26T12,15.49%,28.75%,40.99%,0.00%,14.77%,8.05,27.52
2023-01-26T13,15.04%,29.15%,38.11%,0.00%,17.70%,7.87,26.84
2023-01-26T14,14.99%,27.81%,37.73%,0.00%,19.48%,7.79,26.63
2023-01-26T15,14.49%,28.36%,37.83%,0.00%,19.32%,7.60,25.89
2023-01-26T16,14.74%,28.32%,38.52%,0.00%,18.42%,7.71,26.29
2023-01-26T17,14.67%,29.87%,38.37%,0.00%,17.09%,7.75,26.32
2023-01-26T18,14.74%,30.26%,38.73%,0.00%,16.27%,7.80,26.47
2023-01-26T19,14.97%,29.98%,39.25%,0.00%,15.80%,7.88,26.82
2023-01-26T20,15.26%,30.52%,39.58%,0.00%,14.64%,8.04,27.33
2023-01-26T21,15.58%,28.95%,40.26%,0.00%,15.21%,8.10,27.68
2023-01-26T22,15.50%,29.29%,39.96%,0.00%,15.24%,8.08,27.59
2023-01-26T23,15.00%,30.75%,38.68%,0.00%,15.57%,7.93,26.94
2023-01-27T00,14.68%,31.90%,36.63%,0.00%,16.79%,7.85,26.54
2023-01-27T01,14.13%,31.71%,36.23%,0.00%,17.93%,7.60,25.64
2023-01-27T02,13.84%,31.86%,36.54%,0.00%,17.76%,7.48,25.18
2023-01-27T03,13.92%,32.62%,36.83%,0.00%,16.63%,7.56,25.40
2023-01-27T04,13.96%,31.56%,38.26%,0.00%,16.22%,7.52,25.35
2023-01-27T05,13.66%,30.96%,39.82%,0.00%,15.56%,7.37,24.82
2023-01-27T06,13.48%,31.75%,40.78%,0.00%,13.99%,7.33,24.61
2023-01-27T07,13.56%,31.36%,41.46%,0.00%,13.62%,7.34,24.69
2023-01-27T08,13.82%,30.97%,41.56%,0.00%,13.65%,7.43,25.07
2023-01-27T09,13.66%,30.77%,41.39%,0.00%,14.19%,7.36,24.79
2023-01-27T10,13.41%,31.38%,40.65%,0.00%,14.56%,7.28,24.46
2023-01-27T11,13.24%,32.08%,39.11%,0.00%,15.57%,7.24,24.25
2023-01-27T12,13.87%,31.59%,36.45%,0.00%,18.10%,7.49,25.21
2023-01-27T13,13.43%,30.58%,34.37%,0.00%,21.63%,7.25,24.40
2023-01-27T14,13.31%,30.30%,34.55%,0.00%,21.84%,7.18,24.19
2023-01-27T15,13.35%,30.09%,36.36%,0.00%,20.20%,7.19,24.24
2023-01-27T16,14.13%,27.96%,38.84%,0.00%,19.07%,7.42,25.27
2023-01-27T17,14.62%,27.58%,40.03%,0.00%,17.77%,7.62,26.02
2023-01-27T18,14.60%,25.73%,42.26%,0.00%,17.41%,7.52,25.81
2023-01-27T19,14.71%,27.24%,43.12%,0.00%,14.92%,7.64,26.13
2023-01-27T20,15.29%,28.33%,44.67%,0.01%,11.71%,8.02,27.35
2023-01-27T21,15.55%,27.86%,46.12%,0.00%,10.46%,8.03,27.54
2023-01-27T22,15.51%,28.47%,46.25%,0.00%,9.76%,8.04,27.53
2023-01-27T23,14.97%,29.46%,44.16%,0.00%,11.41%,7.86,26.76
2023-01-28T00,14.09%,27.61%,41.85%,0.00%,16.45%,7.39,25.18
2023-01-28T01,13.61%,27.06%,40.96%,0.00%,18.36%,7.16,24.36
2023-01-28T02,13.72%,27.21%,40.82%,0.00%,18.25%,7.21,24.54
2023-01-28T03,13.92%,26.76%,41.00%,0.00%,18.32%,7.28,24.83
2023-01-28T04,14.27%,27.09%,41.91%,0.00%,16.72%,7.44,25.42
2023-01-28T05,14.60%,27.89%,41.56%,0.00%,15.95%,7.62,26.01
2023-01-28T06,15.02%,26.96%,42.38%,0.00%,15.64%,7.76,26.60
2023-01-28T07,14.94%,26.98%,42.12%,0.00%,15.96%,7.73,26.47
