period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-09-13T22,12.92%,31.66%,35.27%,0.00%,20.16%,7.08,23.70
2023-09-13T23,12.88%,30.79%,36.19%,0.00%,20.15%,7.02,23.55
2023-09-14T00,12.66%,30.18%,37.91%,0.00%,19.26%,6.90,23.14
2023-09-14T01,12.33%,31.62%,38.62%,0.00%,17.43%,6.82,22.75
2023-09-14T02,13.02%,31.90%,41.29%,0.00%,13.80%,7.13,23.88
2023-09-14T03,13.06%,31.19%,44.81%,0.00%,10.95%,7.12,23.87
2023-09-14T04,12.13%,32.50%,48.24%,0.00%,7.12%,6.78,22.53
2023-09-14T05,12.99%,31.08%,52.58%,0.00%,3.35%,7.08,23.76
2023-09-14T06,13.79%,30.09%,55.61%,0.00%,0.51%,7.38,24.94
2023-09-14T07,14.40%,28.57%,57.97%,0.00%,-0.94%,7.57,25.76
2023-09-14T08,14.63%,27.70%,58.89%,0.00%,-1.22%,7.63,26.05
2023-09-14T09,14.67%,27.60%,58.87%,0.00%,-1.14%,7.64,26.09
2023-09-14T10,14.32%,28.49%,57.65%,0.00%,-0.47%,7.53,25.63
2023-09-14T11,13.61%,32.09%,54.57%,0.00%,-0.27%,7.40,24.85
2023-09-14T12,13.15%,32.88%,51.65%,0.00%,2.32%,7.24,24.19
2023-09-14T13,12.94%,31.03%,50.45%,0.00%,5.58%,7.06,23.67
2023-09-14T14,12.48%,30.66%,48.69%,0.00%,8.16%,6.84,22.91
2023-09-14T15,12.30%,31.27%,47.09%,0.00%,9.34%,6.79,22.67
2023-09-14T16,11.99%,31.92%,45.32%,0.00%,10.78%,6.69,22.24
2023-09-14T17,11.49%,32.55%,44.10%,0.00%,11.86%,6.51,21.51
2023-09-14T18,10.83%,32.36%,42.10%,0.00%,14.71%,6.21,20.44
2023-09-14T19,10.36%,31.43%,40.39%,0.00%,17.82%,5.97,19.59
2023-09-14T20,9.99%,30.82%,39.17%,0.00%,20.03%,5.78,18.94
2023-09-14T21,9.87%,30.68%,38.15%,0.00%,21.30%,5.72,18.74
2023-09-14T22,10.51%,31.11%,38.08%,0.00%,20.30%,6.02,19.80
2023-09-14T23,10.50%,31.58%,38.29%,0.00%,19.63%,6.03,19.83
2023-09-15T00,10.91%,31.50%,39.91%,0.00%,17.68%,6.21,20.48
2023-09-15T01,11.09%,32.18%,40.64%,0.00%,16.09%,6.32,20.83
2023-09-15T02,11.55%,32.70%,42.45%,0.00%,13.29%,6.54,21.62
2023-09-15T03,11.97%,29.68%,45.91%,0.00%,12.44%,6.58,22.00
2023-09-15T04,12.49%,28.81%,49.63%,0.00%,9.08%,6.76,22.74
2023-09-15T05,13.57%,29.07%,53.97%,0.00%,3.39%,7.23,24.48
2023-09-15T06,14.21%,28.08%,56.85%,0.00%,0.86%,7.47,25.42
2023-09-15T07,14.88%,26.43%,59.52%,0.00%,-0.84%,7.67,26.32
2023-09-15T08,15.15%,25.25%,60.66%,0.00%,-1.07%,7.74,26.64
2023-09-15T09,15.13%,25.68%,60.42%,0.00%,-1.23%,7.75,26.65
2023-09-15T10,14.89%,26.41%,59.38%,0.00%,-0.68%,7.68,26.34
2023-09-15T11,14.23%,29.19%,56.81%,0.00%,-0.23%,7.53,25.56
2023-09-15T12,13.33%,24.62%,53.48%,0.00%,8.56%,6.92,23.67
2023-09-15T13,13.05%,23.93%,52.11%,0.00%,10.90%,6.77,23.16
2023-09-15T14,12.42%,23.63%,49.95%,0.00%,14.00%,6.48,22.12
2023-09-15T15,12.00%,24.38%,48.05%,0.00%,15.57%,6.34,21.53
2023-09-15T16,11.32%,27.06%,45.16%,0.00%,16.46%,6.17,20.71
2023-09-15T17,12.62%,27.11%,42.53%,0.00%,17.74%,6.73,22.78
2023-09-15T18,13.75%,23.93%,41.10%,0.00%,21.21%,7.07,24.28
2023-09-15T19,13.94%,24.66%,39.36%,0.00%,22.04%,7.19,24.65
2023-09-15T20,13.43%,26.62%,37.69%,0.00%,22.26%,7.06,24.03
2023-09-15T21,13.27%,27.58%,37.08%,0.00%,22.08%,7.03,23.86
2023-09-15T22,13.74%,28.50%,36.59%,0.00%,21.17%,7.28,24.71
2023-09-15T23,13.79%,27.74%,37.53%,0.00%,20.95%,7.27,24.71
2023-09-16T00,13.32%,26.46%,39.60%,0.00%,20.62%,7.00,23.83
2023-09-16T01,10.78%,28.31%,40.63%,0.00%,20.29%,6.00,19.96
2023-09-16T02,10.70%,27.96%,42.90%,0.00%,18.44%,5.95,19.81
2023-09-16T03,11.40%,28.58%,45.64%,0.00%,14.38%,6.28,20.98
2023-09-16T04,12.04%,27.35%,48.82%,0.00%,11.79%,6.50,21.88
2023-09-16T05,12.72%,27.64%,52.12%,0.00%,7.53%,6.80,22.99
2023-09-16T06,13.48%,29.56%,54.96%,0.00%,1.99%,7.22,24.39
2023-09-16T07,14.17%,30.54%,57.76%,0.00%,-2.48%,7.57,25.59
2023-09-16T08,14.59%,28.25%,59.57%,0.00%,-2.41%,7.64,26.04
2023-09-16T09,14.56%,28.85%,59.31%,0.00%,-2.72%,7.65,26.05
2023-09-16T10,14.58%,28.01%,59.61%,0.00%,-2.20%,7.62,26.00
2023-09-16T11,14.42%,27.73%,59.03%,0.00%,-1.18%,7.54,25.71
2023-09-16T12,14.30%,27.76%,58.42%,0.00%,-0.48%,7.49,25.52
2023-09-16T13,13.85%,28.28%,56.44%,0.00%,1.43%,7.32,24.85
2023-09-16T14,12.98%,30.68%,52.72%,0.00%,3.62%,7.06,23.70
2023-09-16T15,12.28%,29.19%,50.00%,0.00%,8.53%,6.69,22.44
2023-09-16T16,11.62%,28.11%,47.26%,0.00%,13.01%,6.35,21.28
2023-09-16T17,11.17%,26.85%,45.46%,0.00%,16.52%,6.10,20.44
2023-09-16T18,10.77%,26.54%,43.82%,0.00%,18.87%,5.91,19.78
2023-09-16T19,10.54%,24.39%,42.92%,0.00%,22.15%,5.71,19.20
2023-09-16T20,10.46%,22.93%,42.54%,0.00%,24.06%,5.60,18.93
2023-09-16T21,10.26%,24.90%,41.66%,0.00%,23.17%,5.61,18.80
2023-09-16T22,10.29%,24.86%,41.73%,0.00%,23.12%,5.62,18.84
2023-09-16T23,10.40%,24.37%,42.32%,0.00%,22.91%,5.65,18.97
2023-09-17T00,10.86%,26.23%,43.88%,0.00%,19.04%,5.93,19.88
2023-09-17T01,11.21%,26.36%,45.35%,0.00%,17.08%,6.09,20.45
2023-09-17T02,11.54%,27.33%,46.93%,0.00%,14.19%,6.28,21.08
2023-09-17T03,11.99%,26.00%,48.72%,0.00%,13.29%,6.41,21.67
2023-09-17T04,12.67%,26.43%,51.48%,0.00%,9.42%,6.72,22.79
2023-09-17T05,13.60%,25.41%,55.40%,0.00%,5.60%,7.07,24.17
2023-09-17T06,14.14%,26.32%,57.45%,0.00%,2.09%,7.35,25.12
2023-09-17T07,14.97%,25.24%,60.78%,0.00%,-0.99%,7.66,26.35
2023-09-17T08,15.43%,24.22%,62.61%,0.00%,-2.26%,7.81,26.98
2023-09-17T09,15.35%,24.67%,62.56%,0.00%,-2.58%,7.79,26.90
2023-09-17T10,15.37%,23.96%,62.64%,0.00%,-1.97%,7.77,26.87
2023-09-17T11,15.20%,24.24%,61.71%,0.00%,-1.15%,7.71,26.62
2023-09-17T12,14.89%,24.68%,60.78%,0.00%,-0.34%,7.59,26.16
2023-09-17T13,14.27%,23.75%,58.19%,0.00%,3.79%,7.28,25.09
2023-09-17T14,13.19%,23.31%,53.89%,0.00%,9.61%,6.80,23.32
2023-09-17T15,12.65%,23.06%,51.31%,0.00%,12.98%,6.55,22.43
2023-09-17T16,12.07%,23.90%,49.22%,0.00%,14.82%,6.34,21.59
2023-09-17T17,11.47%,25.06%,46.94%,0.00%,16.53%,6.14,20.74
2023-09-17T18,10.84%,25.42%,44.11%,0.00%,19.62%,5.89,19.78
2023-09-17T19,10.35%,25.01%,42.41%,0.00%,22.22%,5.66,18.96
2023-09-17T20,10.06%,25.99%,41.02%,0.00%,22.93%,5.58,18.58
2023-09-17T21,9.93%,26.33%,40.54%,0.00%,23.20%,5.54,18.42
2023-09-17T22,9.87%,26.98%,40.34%,0.00%,22.81%,5.54,18.38
2023-09-17T23,10.03%,26.56%,41.01%,0.00%,22.41%,5.59,18.59
2023-09-18T00,10.34%,25.97%,42.19%,0.00%,21.51%,5.70,19.03
2023-09-18T01,10.61%,25.64%,43.44%,0.00%,20.32%,5.80,19.42
2023-09-18T02,11.24%,26.57%,46.12%,0.00%,16.07%,6.11,20.52
2023-09-18T03,12.14%,25.07%,49.61%,0.00%,13.18%,6.43,21.82
2023-09-18T04,13.35%,23.40%,53.73%,0.00%,9.52%,6.87,23.59
2023-09-18T05,14.73%,24.91%,58.11%,0.00%,2.25%,7.54,25.93
2023-09-18T06,15.68%,24.79%,61.34%,0.00%,-1.80%,7.94,27.43
2023-09-18T07,16.22%,22.80%,62.99%,0.00%,-2.01%,8.08,28.11
2023-09-18T08,16.52%,22.46%,63.35%,0.00%,-2.33%,8.19,28.55
2023-09-18T09,16.31%,23.25%,62.71%,0.00%,-2.28%,8.14,28.30
2023-09-18T10,16.38%,23.61%,62.77%,0.00%,-2.76%,8.19,28.44
2023-09-18T11,15.37%,27.42%,58.53%,0.00%,-1.32%,7.93,27.19
2023-09-18T12,14.60%,28.55%,55.60%,0.00%,1.26%,7.65,26.07
2023-09-18T13,14.38%,27.19%,54.55%,0.00%,3.88%,7.49,25.59
2023-09-18T14,13.98%,26.90%,52.57%,0.00%,6.56%,7.31,24.92
2023-09-18T15,13.91%,25.20%,50.04%,0.00%,10.84%,7.20,24.66
2023-09-18T16,13.45%,24.55%,47.50%,0.00%,14.50%,6.97,23.85
2023-09-18T17,12.88%,25.01%,45.45%,0.00%,16.65%,6.75,23.00
2023-09-18T18,12.42%,25.23%,43.68%,0.00%,18.67%,6.56,22.28
2023-09-18T19,12.05%,25.32%,42.40%,0.00%,20.22%,6.40,21.69
2023-09-18T20,11.69%,23.46%,41.10%,0.00%,23.76%,6.16,20.94
2023-09-18T21,11.45%,25.13%,39.93%,0.00%,23.49%,6.14,20.73
2023-09-18T22,11.49%,26.13%,39.19%,0.00%,23.19%,6.20,20.88
2023-09-18T23,11.81%,25.72%,39.84%,0.00%,22.62%,6.32,21.36
2023-09-19T00,12.30%,25.16%,41.24%,0.00%,21.30%,6.50,22.08
2023-09-19T01,12.62%,24.82%,41.83%,0.00%,20.73%,6.62,22.55
2023-09-19T02,13.30%,24.65%,44.16%,0.00%,17.89%,6.91,23.62
2023-09-19T03,13.52%,25.39%,47.48%,0.00%,13.61%,7.04,24.05
2023-09-19T04,14.68%,22.77%,52.32%,0.00%,10.23%,7.41,25.65
2023-09-19T05,16.03%,22.75%,57.29%,0.00%,3.93%,7.99,27.80
2023-09-19T06,16.70%,22.40%,59.64%,0.00%,1.27%,8.26,28.83
2023-09-19T07,16.80%,22.64%,62.14%,0.00%,-1.58%,8.32,29.01
2023-09-19T08,17.17%,21.81%,63.74%,0.00%,-2.72%,8.44,29.53
2023-09-19T09,16.51%,22.47%,63.30%,0.00%,-2.28%,8.19,28.54
2023-09-19T10,16.13%,23.95%,61.90%,0.00%,-1.99%,8.10,28.08
2023-09-19T11,15.33%,26.08%,58.22%,0.00%,0.37%,7.85,27.00
2023-09-19T12,14.90%,27.73%,56.16%,0.00%,1.22%,7.74,26.47
2023-09-19T13,14.70%,25.64%,55.29%,0.00%,4.37%,7.56,25.95
2023-09-19T14,14.14%,24.30%,53.04%,0.00%,8.51%,7.26,24.94
2023-09-19T15,13.56%,23.00%,50.72%,0.00%,12.73%,6.94,23.88
2023-09-19T16,13.77%,22.51%,48.32%,0.00%,15.40%,7.01,24.17
2023-09-19T17,13.30%,25.05%,46.28%,0.00%,15.37%,6.93,23.66
2023-09-19T18,12.71%,25.87%,44.22%,0.00%,17.21%,6.71,22.80
2023-09-19T19,12.26%,25.18%,42.60%,0.00%,19.95%,6.49,22.03
2023-09-19T20,11.62%,25.55%,40.39%,0.00%,22.44%,6.23,21.03
2023-09-19T21,11.30%,26.28%,39.13%,0.00%,23.29%,6.12,20.59
2023-09-19T22,11.13%,27.89%,38.44%,0.00%,22.54%,6.13,20.48
2023-09-19T23,11.32%,27.99%,39.10%,0.00%,21.58%,6.22,20.80
2023-09-20T00,11.72%,27.30%,40.59%,0.00%,20.39%,6.36,21.37
2023-09-20T01,12.08%,26.10%,41.78%,0.00%,20.04%,6.45,21.82
2023-09-20T02,12.79%,25.67%,44.23%,0.00%,17.31%,6.74,22.91
2023-09-20T03,13.94%,26.14%,48.02%,0.00%,11.91%,7.25,24.79
2023-09-20T04,14.63%,23.86%,51.85%,0.00%,9.66%,7.44,25.67
2023-09-20T05,14.97%,24.22%,55.70%,0.00%,5.11%,7.61,26.24
2023-09-20T06,15.91%,21.91%,59.09%,0.00%,3.09%,7.90,27.52
2023-09-20T07,16.54%,22.79%,61.68%,0.00%,-1.01%,8.22,28.62
2023-09-20T08,16.96%,22.24%,63.06%,0.00%,-2.26%,8.37,29.24
2023-09-20T09,16.94%,22.08%,63.11%,0.00%,-2.12%,8.35,29.19
2023-09-20T10,16.46%,24.35%,61.47%,0.00%,-2.28%,8.25,28.63
2023-09-20T11,15.55%,27.71%,57.89%,0.00%,-1.15%,8.02,27.51
2023-09-20T12,14.66%,28.64%,54.69%,0.00%,2.00%,7.69,26.19
2023-09-20T13,15.21%,25.02%,54.41%,0.00%,5.36%,7.75,26.71
2023-09-20T14,15.00%,24.37%,52.48%,0.00%,8.15%,7.63,26.31
2023-09-20T15,14.25%,21.53%,49.80%,0.00%,14.43%,7.17,24.84
2023-09-20T16,13.56%,24.13%,47.26%,0.00%,15.05%,7.00,24.00
2023-09-20T17,13.25%,26.80%,44.98%,0.00%,14.98%,6.99,23.75
2023-09-20T18,14.67%,26.63%,42.91%,0.00%,15.79%,7.59,26.00
2023-09-20T19,14.31%,27.83%,39.76%,0.00%,18.10%,7.49,25.54
2023-09-20T20,14.70%,26.96%,38.83%,0.00%,19.51%,7.62,26.08
2023-09-20T21,14.48%,28.12%,37.89%,0.00%,19.51%,7.58,25.85
2023-09-20T22,14.46%,26.86%,37.74%,0.00%,20.95%,7.51,25.69
2023-09-20T23,14.88%,26.25%,38.72%,0.00%,20.14%,7.67,26.31
2023-09-21T00,14.72%,25.20%,40.09%,0.00%,19.99%,7.55,25.95
2023-09-21T01,12.31%,27.07%,40.92%,0.00%,19.71%,6.60,22.28
2023-09-21T02,11.82%,25.93%,43.25%,0.00%,19.01%,6.33,21.38
2023-09-21T03,12.52%,26.08%,46.07%,0.00%,15.33%,6.64,22.52
2023-09-21T04,12.91%,26.44%,50.20%,0.00%,10.45%,6.83,23.18
2023-09-21T05,13.59%,27.42%,53.27%,0.00%,5.72%,7.17,24.36
2023-09-21T06,14.17%,29.60%,55.39%,0.00%,0.84%,7.52,25.50
2023-09-21T07,14.71%,27.35%,57.50%,0.00%,0.45%,7.64,26.13
2023-09-21T08,15.12%,26.57%,59.16%,0.00%,-0.85%,7.79,26.72
2023-09-21T09,15.20%,27.62%,59.47%,0.00%,-2.29%,7.87,26.96
2023-09-21T10,14.87%,29.31%,58.03%,0.00%,-2.21%,7.81,26.58
2023-09-21T11,13.93%,29.75%,54.62%,0.00%,1.71%,7.42,25.13
2023-09-21T12,14.64%,27.68%,51.46%,0.00%,6.21%,7.63,26.07
2023-09-21T13,15.15%,24.95%,51.25%,0.00%,8.65%,7.72,26.61
2023-09-21T14,14.82%,26.02%,49.31%,0.00%,9.85%,7.63,26.18
2023-09-21T15,15.00%,27.34%,47.16%,0.00%,10.51%,7.77,26.60
2023-09-21T16,15.80%,26.90%,44.83%,0.03%,12.44%,8.33,28.43
2023-09-21T17,14.82%,29.08%,41.84%,0.00%,14.26%,7.78,26.49
2023-09-21T18,14.29%,29.98%,40.17%,0.00%,15.56%,7.59,25.73
2023-09-21T19,14.34%,30.44%,37.97%,0.00%,17.25%,7.64,25.85
2023-09-21T20,14.32%,30.35%,37.00%,0.00%,18.33%,7.62,25.81
2023-09-21T21,14.30%,28.72%,36.93%,0.00%,20.05%,7.53,25.62
2023-09-21T22,14.10%,29.39%,36.47%,0.00%,20.05%,7.48,25.36
2023-09-21T23,14.43%,27.96%,37.43%,0.00%,20.18%,7.56,25.76
2023-09-22T00,15.03%,26.02%,39.15%,0.00%,19.79%,7.72,26.52
2023-09-22T01,15.24%,29.18%,40.67%,0.00%,14.91%,7.96,27.17
2023-09-22T02,13.51%,30.14%,42.94%,0.00%,13.42%,7.26,24.49
2023-09-22T03,12.05%,29.02%,46.50%,0.00%,12.44%,6.58,22.06
2023-09-22T04,12.66%,29.50%,49.89%,0.00%,7.95%,6.87,23.08
2023-09-22T05,13.82%,32.11%,54.27%,0.00%,-0.20%,7.49,25.18
2023-09-22T06,14.50%,31.15%,56.76%,0.00%,-2.41%,7.74,26.17
2023-09-22T07,14.87%,29.27%,58.63%,0.00%,-2.77%,7.81,26.59
2023-09-22T08,15.46%,27.21%,60.84%,0.00%,-3.52%,7.96,27.33
2023-09-22T09,15.21%,28.04%,60.08%,0.00%,-3.33%,7.89,27.01
2023-09-22T10,14.80%,29.65%,58.37%,0.00%,-2.83%,7.80,26.51
2023-09-22T11,14.17%,32.29%,55.44%,0.00%,-1.90%,7.65,25.75
2023-09-22T12,15.79%,31.07%,54.93%,0.00%,-1.79%,8.29,28.23
2023-09-22T13,16.22%,30.70%,53.73%,0.00%,-0.66%,8.46,28.88
2023-09-22T14,15.61%,31.16%,51.49%,0.00%,1.74%,8.21,27.94
2023-09-22T15,14.84%,31.19%,48.34%,0.00%,5.63%,7.88,26.71
2023-09-22T16,14.03%,30.79%,45.67%,0.00%,9.51%,7.52,25.39
2023-09-22T17,13.73%,30.24%,42.78%,0.00%,13.26%,7.36,24.85
2023-09-22T18,13.48%,29.64%,41.10%,0.00%,15.78%,7.23,24.40
2023-09-22T19,12.99%,29.16%,39.50%,0.00%,18.35%,6.99,23.57
2023-09-22T20,12.82%,28.01%,39.00%,0.00%,20.16%,6.86,23.19
2023-09-22T21,12.68%,28.16%,38.47%,0.00%,20.68%,6.81,22.99
2023-09-22T22,12.69%,27.52%,38.54%,0.00%,21.25%,6.78,22.94
2023-09-22T23,12.24%,27.30%,39.69%,0.00%,20.76%,6.58,22.20
2023-09-23T00,12.38%,28.50%,41.71%,0.00%,17.40%,6.70,22.54
2023-09-23T01,12.76%,28.75%,43.42%,0.00%,15.07%,6.87,23.16
2023-09-23T02,13.68%,27.92%,45.80%,0.00%,12.60%,7.23,24.55
2023-09-23T03,13.25%,26.14%,48.59%,0.00%,12.02%,6.96,23.69
2023-09-23T04,12.21%,26.53%,50.80%,0.00%,10.46%,6.53,22.08
2023-09-23T05,13.14%,25.81%,55.45%,0.00%,5.61%,6.89,23.48
2023-09-23T06,13.57%,27.14%,58.73%,0.00%,0.56%,7.14,24.30
2023-09-23T07,13.33%,29.35%,60.10%,0.00%,-2.79%,7.15,24.14
2023-09-23T08,13.18%,27.91%,61.85%,0.00%,-2.94%,7.01,23.75
2023-09-23T09,13.10%,27.61%,63.19%,0.00%,-3.90%,6.96,23.59
2023-09-23T10,13.01%,27.38%,63.36%,0.00%,-3.75%,6.91,23.43
2023-09-23T11,12.74%,27.75%,61.99%,0.00%,-2.47%,6.81,23.03
2023-09-23T12,12.56%,29.14%,61.19%,0.00%,-2.88%,6.80,22.88
2023-09-23T13,12.27%,29.20%,59.38%,0.00%,-0.85%,6.68,22.42
2023-09-23T14,11.36%,30.88%,55.27%,0.00%,2.49%,6.37,21.14
2023-09-23T15,10.63%,30.04%,51.68%,0.00%,7.66%,6.01,19.88
2023-09-23T16,10.07%,26.29%,49.05%,0.00%,14.58%,5.60,18.63
2023-09-23T17,9.60%,28.19%,46.49%,0.00%,15.72%,5.48,18.06
2023-09-23T18,9.22%,27.92%,43.60%,0.00%,19.26%,5.31,17.43
2023-09-23T19,9.52%,27.05%,41.29%,0.00%,22.14%,5.39,17.83
2023-09-23T20,10.08%,28.56%,39.42%,0.00%,21.94%,5.71,18.87
2023-09-23T21,10.49%,28.88%,38.71%,0.00%,21.92%,5.90,19.55
2023-09-23T22,10.50%,29.39%,38.46%,0.00%,21.64%,5.93,19.62
2023-09-23T23,10.62%,29.37%,39.38%,0.00%,20.62%,5.98,19.81
2023-09-24T00,10.48%,28.74%,41.93%,0.00%,18.85%,5.89,19.52
2023-09-24T01,10.40%,26.33%,44.80%,0.00%,18.46%,5.74,19.17
2023-09-24T02,10.13%,28.23%,47.78%,0.00%,13.86%,5.71,18.91
2023-09-24T03,10.48%,28.86%,50.33%,0.00%,10.33%,5.90,19.53
2023-09-24T04,11.24%,26.69%,52.98%,0.00%,9.09%,6.12,20.54
2023-09-24T05,12.19%,26.81%,56.71%,0.00%,4.29%,6.53,22.07
2023-09-24T06,12.76%,27.74%,60.40%,0.00%,-0.89%,6.82,23.06
2023-09-24T07,13.19%,26.65%,63.14%,0.00%,-2.98%,6.96,23.65
2023-09-24T08,13.55%,25.19%,64.70%,0.00%,-3.43%,7.04,24.07
2023-09-24T09,13.64%,24.63%,65.42%,0.00%,-3.69%,7.06,24.17
2023-09-24T10,13.77%,23.81%,65.92%,0.00%,-3.50%,7.07,24.29
2023-09-24T11,13.61%,24.14%,65.28%,0.00%,-3.03%,7.02,24.08
2023-09-24T12,13.70%,23.34%,65.98%,0.00%,-3.03%,7.02,24.14
2023-09-24T13,13.07%,24.89%,62.54%,0.00%,-0.50%,6.82,23.28
2023-09-24T14,12.04%,26.45%,57.95%,0.00%,3.55%,6.45,21.80
2023-09-24T15,11.20%,26.79%,54.42%,0.00%,7.59%,6.11,20.49
2023-09-24T16,10.47%,25.32%,50.44%,0.00%,13.77%,5.72,19.18
2023-09-24T17,9.76%,28.36%,47.13%,0.00%,14.75%,5.56,18.34
2023-09-24T18,9.18%,28.05%,43.89%,0.00%,18.88%,5.30,17.39
2023-09-24T19,9.34%,28.01%,41.63%,0.00%,21.02%,5.36,17.63
2023-09-24T20,9.79%,28.56%,40.22%,0.00%,21.43%,5.58,18.41
2023-09-24T21,9.91%,29.18%,39.36%,0.00%,21.55%,5.67,18.66
2023-09-24T22,9.89%,29.87%,39.13%,0.00%,21.12%,5.69,18.69
2023-09-24T23,9.98%,30.28%,39.56%,0.00%,20.18%,5.75,18.88
2023-09-25T00,10.20%,29.61%,40.50%,0.00%,19.68%,5.81,19.17
2023-09-25T01,10.39%,29.75%,41.15%,0.00%,18.71%,5.90,19.48
2023-09-25T02,10.61%,28.54%,43.60%,0.00%,17.25%,5.94,19.71
2023-09-25T03,10.49%,26.53%,46.81%,0.00%,16.17%,5.79,19.32
2023-09-25T04,10.55%,25.47%,50.56%,0.00%,13.41%,5.77,19.32
2023-09-25T05,11.12%,27.79%,53.19%,0.00%,7.89%,6.12,20.46
2023-09-25T06,11.79%,27.21%,56.57%,0.00%,4.42%,6.38,21.47
2023-09-25T07,12.11%,28.68%,57.67%,0.00%,1.54%,6.59,22.11
2023-09-25T08,12.36%,30.97%,59.24%,0.00%,-2.57%,6.80,22.73
2023-09-25T09,12.56%,29.87%,60.09%,0.00%,-2.52%,6.84,22.95
2023-09-25T10,12.10%,32.46%,57.85%,0.00%,-2.41%,6.77,22.47
2023-09-25T11,11.58%,30.60%,55.50%,0.00%,2.32%,6.45,21.46
2023-09-25T12,11.01%,28.51%,52.59%,0.00%,7.90%,6.11,20.35
2023-09-25T13,10.93%,26.95%,52.28%,0.00%,9.84%,6.00,20.07
2023-09-25T14,10.65%,28.10%,50.84%,0.00%,10.41%,5.93,19.73
2023-09-25T15,10.80%,29.03%,48.35%,0.00%,11.81%,6.04,20.06
2023-09-25T16,11.12%,31.23%,45.35%,0.00%,12.30%,6.28,20.79
2023-09-25T17,11.48%,32.52%,43.14%,0.00%,12.86%,6.50,21.49
2023-09-25T18,11.37%,33.52%,40.57%,0.00%,14.54%,6.50,21.40
2023-09-25T19,11.11%,32.33%,38.60%,0.00%,17.96%,6.33,20.88
2023-09-25T20,10.73%,31.14%,37.03%,0.00%,21.10%,6.11,20.16
2023-09-25T21,10.39%,32.63%,35.95%,0.00%,21.02%,6.04,19.76
2023-09-25T22,10.32%,33.73%,35.44%,0.00%,20.52%,6.06,19.75
2023-09-25T23,10.58%,33.86%,36.30%,0.00%,19.26%,6.18,20.18
2023-09-26T00,10.26%,34.61%,38.06%,0.00%,17.07%,6.08,19.74
2023-09-26T01,9.71%,35.70%,40.18%,0.00%,14.41%,5.89,18.97
2023-09-26T02,9.77%,34.89%,43.16%,0.00%,12.18%,5.88,18.99
2023-09-26T03,10.21%,33.69%,45.66%,0.00%,10.44%,6.01,19.58
2023-09-26T04,10.70%,32.13%,47.87%,0.00%,9.30%,6.15,20.20
2023-09-26T05,10.84%,32.65%,52.48%,0.00%,4.03%,6.23,20.48
2023-09-26T06,10.19%,36.07%,55.52%,0.00%,-1.77%,6.12,19.78
2023-09-26T07,10.62%,33.98%,58.36%,0.00%,-2.96%,6.20,20.26
2023-09-26T08,10.88%,32.36%,59.64%,0.00%,-2.88%,6.23,20.51
2023-09-26T09,10.92%,31.49%,60.23%,0.00%,-2.64%,6.21,20.49
2023-09-26T10,10.62%,32.02%,58.78%,0.00%,-1.42%,6.11,20.07
2023-09-26T11,10.28%,35.77%,55.04%,0.00%,-1.08%,6.14,19.89
2023-09-26T12,11.48%,33.52%,54.66%,0.00%,0.34%,6.55,21.59
2023-09-26T13,11.33%,32.09%,53.90%,0.00%,2.68%,6.42,21.21
2023-09-26T14,10.99%,31.50%,52.16%,0.00%,5.34%,6.24,20.61
2023-09-26T15,10.60%,33.44%,49.09%,0.00%,6.87%,6.17,20.17
2023-09-26T16,10.40%,31.37%,45.43%,0.00%,12.81%,5.98,19.65
2023-09-26T17,10.78%,32.57%,42.62%,0.00%,14.02%,6.20,20.38
2023-09-26T18,11.77%,31.04%,39.39%,0.07%,17.73%,7.03,23.01
2023-09-26T19,13.05%,29.75%,37.78%,0.01%,19.40%,7.14,23.98
2023-09-26T20,12.79%,30.83%,36.38%,0.00%,20.01%,6.98,23.41
2023-09-26T21,12.50%,31.34%,35.84%,0.00%,20.32%,6.88,23.00
2023-09-26T22,12.59%,31.91%,35.78%,0.00%,19.72%,6.95,23.20
2023-09-26T23,13.00%,31.37%,36.73%,0.00%,18.90%,7.10,23.81
2023-09-27T00,12.91%,30.31%,38.36%,0.00%,18.42%,7.01,23.55
2023-09-27T01,12.31%,30.23%,39.90%,0.00%,17.56%,6.75,22.60
2023-09-27T02,11.72%,30.73%,43.03%,0.00%,14.51%,6.52,21.70
2023-09-27T03,9.94%,32.50%,45.66%,0.00%,11.89%,5.84,19.03
2023-09-27T04,8.93%,32.61%,48.65%,0.00%,9.82%,5.41,17.42
2023-09-27T05,9.30%,34.29%,50.97%,0.00%,5.43%,5.65,18.18
2023-09-27T06,9.79%,36.74%,53.80%,0.00%,-0.33%,5.98,19.20
2023-09-27T07,10.10%,35.89%,56.05%,0.00%,-2.04%,6.07,19.62
2023-09-27T08,10.37%,33.98%,57.34%,0.00%,-1.69%,6.09,19.85
2023-09-27T09,10.36%,34.10%,57.64%,0.00%,-2.10%,6.09,19.85
2023-09-27T10,10.15%,35.73%,56.33%,0.00%,-2.21%,6.08,19.68
2023-09-27T11,9.56%,39.01%,52.90%,0.00%,-1.46%,5.99,19.05
2023-09-27T12,9.36%,37.99%,51.47%,0.00%,1.18%,5.85,18.63
2023-09-27T13,10.79%,36.22%,50.44%,0.00%,2.55%,6.38,20.75
2023-09-27T14,10.76%,37.24%,47.88%,0.00%,4.13%,6.42,20.80
