period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-01-14T19,15.13%,47.32%,31.96%,0.22%,5.37%,24.71,15.63
2023-01-14T20,15.06%,47.13%,32.31%,0.22%,5.28%,24.60,15.56
2023-01-14T21,14.66%,47.38%,32.24%,0.24%,5.48%,24.23,15.33
2023-01-14T22,13.74%,46.80%,31.13%,0.24%,8.09%,23.10,14.59
2023-01-14T23,14.34%,46.88%,30.29%,0.23%,8.27%,23.77,15.02
2023-01-15T00,13.80%,46.52%,30.35%,0.23%,9.10%,23.12,14.60
2023-01-15T01,14.21%,45.83%,30.26%,0.23%,9.47%,23.46,14.84
2023-01-15T02,14.63%,45.96%,30.76%,0.24%,8.41%,23.97,15.17
2023-01-15T03,15.17%,45.66%,31.61%,0.25%,7.31%,24.53,15.55
2023-01-15T04,15.63%,45.30%,32.36%,0.25%,6.45%,25.01,15.87
2023-01-15T05,16.36%,44.27%,34.48%,0.24%,4.65%,25.62,16.29
2023-01-15T06,15.08%,44.77%,33.36%,0.24%,6.55%,24.28,15.40
2023-01-15T07,14.97%,44.29%,33.64%,0.24%,6.86%,24.09,15.28
2023-01-15T08,14.68%,44.34%,33.95%,0.25%,6.78%,23.78,15.07
2023-01-15T09,14.54%,44.64%,33.54%,0.34%,6.95%,23.84,15.14
2023-01-15T10,14.23%,43.83%,33.38%,0.34%,8.21%,23.38,14.86
2023-01-15T11,13.92%,44.24%,32.32%,0.35%,9.17%,23.11,14.67
2023-01-15T12,13.77%,43.89%,31.56%,0.34%,10.45%,22.86,14.51
2023-01-15T13,13.52%,43.41%,31.12%,0.33%,11.62%,22.50,14.28
2023-01-15T14,13.70%,42.65%,31.83%,0.25%,11.58%,22.43,14.21
2023-01-15T15,13.65%,41.74%,32.44%,0.26%,11.91%,22.24,14.11
2023-01-15T16,13.58%,40.77%,33.28%,0.26%,12.11%,22.02,13.98
2023-01-15T17,13.06%,41.38%,33.44%,0.24%,11.88%,21.49,13.61
2023-01-15T18,12.43%,41.16%,34.18%,0.24%,12.00%,20.76,13.13
2023-01-15T19,12.09%,41.03%,34.43%,0.24%,12.21%,20.36,12.87
2023-01-15T20,11.72%,42.07%,34.10%,0.24%,11.87%,20.11,12.69
2023-01-15T21,11.77%,43.30%,34.01%,0.24%,10.68%,20.36,12.83
2023-01-15T22,11.73%,44.59%,32.09%,0.22%,11.37%,20.49,12.90
2023-01-15T23,12.51%,43.94%,31.19%,0.24%,12.13%,21.28,13.43
2023-01-16T00,12.83%,44.39%,30.89%,0.21%,11.68%,21.66,13.67
2023-01-16T01,13.37%,44.07%,30.97%,0.21%,11.37%,22.21,14.04
2023-01-16T02,13.88%,44.22%,31.40%,0.22%,10.28%,22.82,14.43
2023-01-16T03,14.07%,44.44%,32.05%,0.22%,9.21%,23.08,14.60
2023-01-16T04,14.51%,42.95%,32.94%,0.23%,9.36%,23.35,14.81
2023-01-16T05,15.08%,45.05%,33.04%,0.26%,6.58%,24.36,15.45
2023-01-16T06,14.22%,42.86%,33.61%,0.24%,9.07%,23.02,14.59
2023-01-16T07,13.56%,43.38%,33.81%,0.26%,9.00%,22.40,14.18
2023-01-16T08,13.68%,43.75%,33.53%,0.25%,8.78%,22.59,14.30
2023-01-16T09,14.02%,43.04%,33.12%,0.29%,9.53%,22.92,14.55
2023-01-16T10,13.43%,43.88%,32.18%,0.26%,10.25%,22.34,14.14
2023-01-16T11,13.42%,43.24%,30.88%,0.25%,12.20%,22.21,14.06
2023-01-16T12,13.27%,44.63%,29.66%,0.24%,12.21%,22.23,14.05
2023-01-16T13,13.63%,43.89%,29.52%,0.23%,12.72%,22.51,14.24
2023-01-16T14,12.97%,44.05%,29.89%,0.32%,12.77%,21.96,13.91
2023-01-16T15,13.65%,43.94%,30.61%,0.24%,11.57%,22.55,14.27
2023-01-16T16,13.35%,42.87%,31.70%,0.25%,11.84%,22.07,13.97
2023-01-16T17,13.22%,42.54%,32.16%,0.23%,11.85%,21.84,13.82
2023-01-16T18,12.90%,42.83%,32.18%,0.23%,11.87%,21.52,13.60
2023-01-16T19,12.88%,42.13%,32.48%,0.23%,12.28%,21.40,13.53
2023-01-16T20,12.72%,42.91%,32.64%,0.23%,11.51%,21.33,13.48
2023-01-16T21,12.84%,43.82%,32.44%,0.22%,10.69%,21.60,13.64
2023-01-16T22,12.73%,43.39%,31.02%,0.23%,12.63%,21.44,13.54
2023-01-16T23,13.57%,44.49%,30.72%,0.21%,11.01%,22.50,14.22
2023-01-17T00,13.49%,44.62%,31.09%,0.21%,10.59%,22.43,14.17
2023-01-17T01,13.50%,44.21%,31.51%,0.22%,10.55%,22.40,14.16
2023-01-17T02,13.68%,43.14%,32.35%,0.23%,10.61%,22.44,14.20
2023-01-17T03,13.96%,42.83%,33.38%,0.24%,9.59%,22.72,14.40
2023-01-17T04,13.97%,41.75%,34.36%,0.25%,9.68%,22.58,14.32
2023-01-17T05,14.41%,42.76%,33.27%,0.23%,9.33%,23.20,14.71
2023-01-17T06,12.85%,40.99%,35.82%,0.26%,10.08%,21.24,13.46
2023-01-17T07,12.74%,41.20%,36.18%,0.26%,9.63%,21.15,13.40
2023-01-17T08,12.69%,41.05%,36.24%,0.26%,9.76%,21.07,13.35
2023-01-17T09,12.98%,40.71%,36.23%,0.26%,9.82%,21.34,13.53
2023-01-17T10,12.78%,40.93%,35.41%,0.25%,10.62%,21.15,13.40
2023-01-17T11,12.55%,42.50%,33.09%,0.26%,11.61%,21.14,13.37
2023-01-17T12,13.02%,43.09%,31.70%,0.25%,11.95%,21.73,13.75
2023-01-17T13,13.28%,42.83%,31.64%,0.25%,12.01%,21.99,13.92
2023-01-17T14,13.47%,43.50%,31.35%,0.31%,11.38%,22.41,14.21
2023-01-17T15,13.65%,42.83%,31.67%,0.31%,11.53%,22.52,14.30
2023-01-17T16,14.14%,42.96%,31.67%,0.37%,10.87%,23.19,14.76
2023-01-17T17,14.32%,42.56%,31.87%,0.31%,10.94%,23.21,14.75
2023-01-17T18,14.19%,42.17%,32.24%,0.31%,11.09%,23.01,14.63
2023-01-17T19,13.83%,41.70%,32.87%,0.32%,11.29%,22.54,14.33
2023-01-17T20,13.73%,42.08%,32.69%,0.31%,11.18%,22.49,14.28
2023-01-17T21,13.72%,41.25%,32.88%,0.23%,11.93%,22.19,14.07
2023-01-17T22,13.75%,40.80%,31.71%,0.24%,13.50%,22.17,14.07
2023-01-17T23,14.49%,42.63%,31.27%,0.23%,11.38%,23.28,14.77
2023-01-18T00,14.78%,42.58%,31.47%,0.21%,10.95%,23.55,14.94
2023-01-18T01,14.58%,42.04%,31.96%,0.22%,11.20%,23.25,14.75
2023-01-18T02,15.11%,41.65%,32.88%,0.23%,10.13%,23.80,15.12
2023-01-18T03,14.58%,41.60%,34.05%,0.24%,9.53%,23.22,14.75
2023-01-18T04,14.43%,41.12%,35.07%,0.24%,9.14%,22.98,14.60
2023-01-18T05,13.29%,41.02%,35.45%,0.25%,9.99%,21.72,13.77
2023-01-18T06,14.43%,40.77%,36.13%,0.21%,8.46%,22.87,14.52
2023-01-18T07,14.29%,40.96%,36.55%,0.22%,7.99%,22.76,14.44
2023-01-18T08,14.39%,41.20%,36.88%,0.22%,7.30%,22.92,14.54
2023-01-18T09,14.40%,41.72%,36.68%,0.24%,6.96%,23.04,14.63
2023-01-18T10,15.59%,41.91%,36.52%,0.36%,5.62%,24.62,15.71
2023-01-18T11,14.51%,43.87%,34.30%,0.42%,6.90%,23.83,15.18
2023-01-18T12,15.06%,43.98%,32.63%,0.47%,7.86%,24.56,15.69
2023-01-18T13,15.53%,43.60%,32.45%,0.37%,8.06%,24.83,15.82
2023-01-18T14,15.53%,43.55%,32.92%,0.45%,7.55%,24.98,15.96
2023-01-18T15,15.15%,43.33%,33.59%,0.49%,7.43%,24.60,15.73
2023-01-18T16,14.84%,43.48%,33.88%,0.52%,7.28%,24.32,15.55
2023-01-18T17,14.79%,42.73%,34.21%,0.51%,7.77%,24.12,15.43
2023-01-18T18,14.58%,43.11%,34.34%,0.35%,7.61%,23.67,15.06
2023-01-18T19,14.55%,42.34%,34.40%,0.43%,8.27%,23.66,15.10
2023-01-18T20,14.34%,43.16%,34.29%,0.41%,7.80%,23.52,14.99
2023-01-18T21,14.41%,42.85%,34.25%,0.38%,8.11%,23.49,14.96
2023-01-18T22,14.04%,42.23%,33.03%,0.38%,10.32%,22.98,14.63
2023-01-18T23,14.11%,42.66%,32.27%,0.42%,10.55%,23.19,14.78
2023-01-19T00,14.23%,42.93%,32.50%,0.38%,9.95%,23.30,14.84
2023-01-19T01,14.06%,42.19%,33.21%,0.29%,10.26%,22.82,14.49
2023-01-19T02,13.92%,41.87%,33.91%,0.20%,10.10%,22.45,14.22
2023-01-19T03,13.93%,41.20%,35.02%,0.21%,9.64%,22.38,14.19
2023-01-19T04,13.76%,40.69%,35.76%,0.22%,9.57%,22.13,14.03
2023-01-19T05,14.28%,40.70%,35.84%,0.22%,8.95%,22.72,14.42
2023-01-19T06,14.29%,39.22%,38.00%,0.26%,8.22%,22.57,14.37
2023-01-19T07,14.53%,39.93%,38.41%,0.26%,6.87%,22.95,14.61
2023-01-19T08,14.64%,40.67%,38.42%,0.27%,6.00%,23.19,14.75
2023-01-19T09,14.69%,40.61%,38.43%,0.27%,6.00%,23.24,14.79
2023-01-19T10,14.86%,39.99%,38.20%,0.27%,6.67%,23.33,14.85
2023-01-19T11,14.43%,41.35%,35.73%,0.25%,8.24%,23.04,14.63
2023-01-19T12,14.51%,42.72%,34.14%,0.26%,8.36%,23.36,14.83
2023-01-19T13,14.70%,42.77%,33.45%,0.25%,8.84%,23.56,14.96
2023-01-19T14,14.51%,43.46%,33.31%,0.26%,8.46%,23.47,14.89
2023-01-19T15,14.95%,43.73%,32.99%,0.23%,8.10%,23.95,15.19
2023-01-19T16,14.74%,44.06%,33.29%,0.23%,7.68%,23.77,15.07
2023-01-19T17,14.55%,43.29%,33.63%,0.23%,8.30%,23.44,14.86
2023-01-19T18,13.77%,43.22%,33.55%,0.23%,9.23%,22.56,14.28
2023-01-19T19,13.49%,42.31%,33.48%,0.23%,10.50%,22.09,13.99
2023-01-19T20,13.53%,41.79%,33.83%,0.23%,10.62%,22.07,13.98
2023-01-19T21,13.18%,41.82%,33.33%,0.22%,11.45%,21.67,13.71
2023-01-19T22,13.06%,42.20%,32.90%,0.22%,11.62%,21.59,13.65
2023-01-19T23,13.50%,41.98%,32.47%,0.21%,11.84%,22.03,13.95
2023-01-20T00,13.34%,41.88%,32.89%,0.21%,11.67%,21.84,13.82
2023-01-20T01,13.31%,41.62%,33.20%,0.22%,11.64%,21.77,13.78
2023-01-20T02,13.36%,40.74%,34.06%,0.23%,11.61%,21.71,13.76
2023-01-20T03,13.50%,39.28%,35.16%,0.24%,11.82%,21.66,13.75
2023-01-20T04,13.79%,37.85%,35.95%,0.24%,12.17%,21.76,13.85
2023-01-20T05,14.17%,38.81%,37.34%,0.25%,9.42%,22.35,14.22
2023-01-20T06,13.64%,37.34%,36.76%,0.22%,12.03%,21.48,13.66
2023-01-20T07,13.88%,36.67%,37.11%,0.22%,12.13%,21.62,13.76
2023-01-20T08,13.94%,36.58%,37.19%,0.22%,12.08%,21.67,13.80
2023-01-20T09,14.12%,36.46%,37.24%,0.22%,11.96%,21.87,13.93
2023-01-20T10,14.34%,37.18%,36.50%,0.22%,11.75%,22.22,14.15
2023-01-20T11,13.74%,40.54%,33.89%,0.20%,11.62%,22.06,13.98
2023-01-20T12,13.94%,42.01%,32.24%,0.21%,11.59%,22.53,14.28
2023-01-20T13,13.74%,42.06%,32.27%,0.21%,11.72%,22.30,14.12
2023-01-20T14,13.13%,41.90%,32.17%,0.19%,12.60%,21.58,13.64
2023-01-20T15,13.42%,41.94%,31.90%,0.19%,12.56%,21.89,13.84
2023-01-20T16,13.39%,42.48%,31.82%,0.18%,12.12%,21.94,13.87
2023-01-20T17,13.11%,42.60%,31.92%,0.18%,12.18%,21.64,13.67
2023-01-20T18,13.22%,43.40%,31.83%,0.18%,11.37%,21.89,13.82
2023-01-20T19,13.14%,43.37%,32.24%,0.21%,11.04%,21.84,13.80
2023-01-20T20,12.85%,43.68%,32.51%,0.20%,10.76%,21.56,13.61
2023-01-20T21,13.19%,43.89%,32.50%,0.40%,10.02%,22.33,14.19
2023-01-20T22,13.00%,43.91%,31.55%,0.34%,11.20%,22.01,13.95
2023-01-20T23,13.53%,44.51%,31.63%,0.41%,9.91%,22.84,14.52
2023-01-21T00,13.59%,45.00%,31.91%,0.42%,9.09%,22.98,14.60
2023-01-21T01,14.15%,45.52%,32.34%,0.41%,7.58%,23.68,15.06
2023-01-21T02,14.63%,46.19%,32.60%,0.46%,6.12%,24.41,15.55
2023-01-21T03,15.23%,46.14%,33.92%,0.22%,4.49%,24.63,15.60
2023-01-21T04,14.59%,46.08%,34.95%,0.23%,4.14%,23.93,15.14
2023-01-21T05,13.57%,37.48%,36.52%,0.24%,12.19%,21.45,13.64
2023-01-21T06,14.47%,45.09%,36.41%,0.23%,3.80%,23.63,14.96
2023-01-21T07,13.92%,45.30%,36.65%,0.22%,3.90%,23.04,14.56
2023-01-21T08,14.08%,45.28%,36.90%,0.23%,3.52%,23.22,14.69
2023-01-21T09,14.00%,44.91%,37.08%,0.23%,3.78%,23.07,14.59
2023-01-21T10,14.30%,44.67%,37.14%,0.25%,3.65%,23.40,14.82
2023-01-21T11,14.18%,45.20%,36.33%,0.24%,4.06%,23.34,14.77
2023-01-21T12,14.46%,44.01%,35.22%,0.23%,6.07%,23.47,14.87
2023-01-21T13,14.19%,44.02%,34.37%,0.23%,7.19%,23.15,14.66
2023-01-21T14,14.64%,44.94%,33.83%,0.23%,6.36%,23.80,15.07
2023-01-21T15,15.18%,45.32%,33.34%,0.22%,5.94%,24.44,15.48
2023-01-21T16,16.15%,45.07%,33.33%,0.19%,5.25%,25.43,16.13
2023-01-21T17,15.26%,45.60%,33.92%,0.19%,5.03%,24.52,15.52
2023-01-21T18,14.75%,45.71%,34.27%,0.19%,5.08%,23.97,15.16
2023-01-21T19,14.79%,45.83%,34.18%,0.19%,5.01%,24.03,15.20
2023-01-21T20,14.53%,46.16%,34.44%,0.20%,4.67%,23.81,15.05
2023-01-21T21,14.63%,46.18%,35.15%,0.36%,3.68%,24.22,15.38
2023-01-21T22,14.34%,45.58%,33.90%,0.36%,5.82%,23.81,15.12
2023-01-21T23,15.90%,45.80%,33.07%,0.37%,4.85%,25.59,16.30
2023-01-22T00,16.36%,45.66%,33.24%,0.39%,4.36%,26.12,16.65
2023-01-22T01,16.95%,45.30%,33.40%,0.39%,3.95%,26.73,17.06
2023-01-22T02,16.77%,45.24%,34.08%,0.38%,3.54%,26.48,16.89
2023-01-22T03,16.42%,45.22%,34.74%,0.30%,3.33%,25.95,16.51
2023-01-22T04,15.98%,45.53%,35.11%,0.21%,3.17%,25.34,16.07
2023-01-22T05,14.45%,45.41%,36.11%,0.24%,3.79%,23.68,14.99
2023-01-22T06,15.47%,43.89%,36.75%,0.22%,3.67%,24.54,15.57
2023-01-22T07,15.45%,44.06%,36.49%,0.22%,3.79%,24.53,15.56
2023-01-22T08,15.55%,44.04%,36.50%,0.21%,3.71%,24.63,15.63
2023-01-22T09,15.65%,43.86%,36.72%,0.22%,3.55%,24.73,15.70
2023-01-22T10,15.42%,43.73%,36.66%,0.22%,3.98%,24.45,15.52
2023-01-22T11,15.35%,43.62%,36.64%,0.22%,4.16%,24.36,15.46
2023-01-22T12,15.96%,43.23%,35.52%,0.21%,5.08%,24.96,15.86
2023-01-22T13,16.86%,43.08%,35.02%,0.21%,4.84%,25.94,16.50
2023-01-22T14,17.39%,43.29%,34.47%,0.21%,4.65%,26.55,16.90
2023-01-22T15,17.57%,42.91%,33.69%,0.20%,5.63%,26.69,16.99
2023-01-22T16,17.16%,43.82%,33.57%,0.20%,5.25%,26.37,16.77
2023-01-22T17,17.16%,44.19%,33.87%,0.20%,4.58%,26.43,16.81
2023-01-22T18,17.57%,43.86%,33.95%,0.20%,4.42%,26.83,17.08
2023-01-22T19,17.72%,44.08%,33.88%,0.20%,4.13%,27.03,17.20
2023-01-22T20,17.43%,43.84%,34.25%,0.20%,4.29%,26.67,16.97
2023-01-22T21,16.87%,44.32%,33.72%,0.20%,4.89%,26.12,16.60
2023-01-22T22,16.42%,43.08%,32.72%,0.19%,7.60%,25.40,16.14
2023-01-22T23,16.59%,43.51%,32.26%,0.18%,7.46%,25.66,16.30
2023-01-23T00,17.39%,44.12%,32.75%,0.19%,5.55%,26.65,16.95
2023-01-23T01,17.74%,44.15%,33.21%,0.19%,4.71%,27.06,17.22
2023-01-23T02,16.77%,43.87%,34.35%,0.20%,4.81%,25.96,16.50
2023-01-23T03,16.42%,43.34%,35.37%,0.21%,4.66%,25.49,16.20
2023-01-23T04,16.69%,42.32%,35.92%,0.22%,4.86%,25.64,16.32
2023-01-23T05,15.68%,44.66%,36.14%,0.22%,3.30%,24.89,15.79
2023-01-23T06,16.70%,41.58%,36.39%,0.22%,5.11%,25.54,16.27
2023-01-23T07,16.68%,41.19%,36.39%,0.22%,5.52%,25.46,16.22
2023-01-23T08,16.53%,40.58%,36.43%,0.23%,6.23%,25.22,16.08
2023-01-23T09,16.36%,40.70%,35.93%,0.27%,6.74%,25.12,16.03
2023-01-23T10,16.40%,40.50%,35.67%,0.37%,7.05%,25.32,16.20
2023-01-23T11,15.85%,42.78%,33.31%,0.40%,7.66%,25.11,16.03
2023-01-23T12,15.69%,43.53%,31.59%,0.38%,8.81%,25.02,15.96
2023-01-23T13,15.75%,43.58%,31.14%,0.37%,9.17%,25.08,15.99
2023-01-23T14,15.77%,43.69%,31.37%,0.32%,8.85%,25.03,15.94
2023-01-23T15,15.81%,43.23%,31.18%,0.32%,9.46%,24.99,15.92
2023-01-23T16,15.96%,43.30%,31.28%,0.28%,9.19%,25.09,15.97
2023-01-23T17,16.04%,43.28%,31.50%,0.25%,8.93%,25.13,15.98
2023-01-23T18,15.98%,42.94%,31.44%,0.24%,9.39%,25.00,15.90
2023-01-23T19,15.73%,43.14%,31.58%,0.24%,9.31%,24.75,15.73
2023-01-23T20,15.31%,42.83%,31.94%,0.24%,9.68%,24.23,15.39
2023-01-23T21,15.35%,43.18%,31.87%,0.28%,9.32%,24.41,15.52
2023-01-23T22,14.86%,42.85%,30.65%,0.39%,11.26%,24.00,15.30
2023-01-23T23,16.07%,43.46%,29.95%,0.30%,10.23%,25.28,16.10
2023-01-24T00,15.53%,43.54%,30.17%,0.31%,10.44%,24.72,15.73
2023-01-24T01,15.34%,43.56%,30.54%,0.31%,10.25%,24.51,15.59
2023-01-24T02,15.10%,42.40%,31.51%,0.32%,10.66%,24.08,15.33
2023-01-24T03,15.38%,41.38%,32.39%,0.35%,10.51%,24.28,15.49
2023-01-24T04,15.96%,40.05%,33.30%,0.20%,10.50%,24.43,15.55
2023-01-24T05,16.65%,42.43%,35.93%,0.22%,4.77%,25.62,16.31
2023-01-24T06,16.48%,38.95%,34.72%,0.20%,9.66%,24.85,15.85
2023-01-24T07,16.10%,40.29%,34.91%,0.21%,8.49%,24.65,15.70
2023-01-24T08,16.38%,40.71%,34.78%,0.20%,7.93%,25.02,15.93
2023-01-24T09,16.49%,41.67%,34.23%,0.21%,7.41%,25.30,16.10
2023-01-24T10,16.72%,42.32%,33.73%,0.21%,7.02%,25.66,16.33
2023-01-24T11,16.72%,43.45%,31.35%,0.20%,8.28%,25.83,16.42
2023-01-24T12,18.03%,43.62%,29.86%,0.30%,8.19%,27.49,17.55
2023-01-24T13,18.44%,43.07%,29.78%,0.18%,8.54%,27.63,17.60
2023-01-24T14,18.01%,42.74%,31.07%,0.18%,8.00%,27.12,17.27
2023-01-24T15,17.80%,41.75%,32.11%,0.19%,8.15%,26.73,17.04
2023-01-24T16,17.68%,41.85%,32.47%,0.19%,7.81%,26.62,16.96
2023-01-24T17,17.57%,41.17%,33.32%,0.19%,7.75%,26.39,16.82
2023-01-24T18,17.20%,41.88%,32.99%,0.19%,7.75%,26.09,16.61
2023-01-24T19,17.13%,42.10%,33.09%,0.19%,7.50%,26.04,16.58
2023-01-24T20,17.14%,42.47%,33.37%,0.20%,6.82%,26.13,16.64
2023-01-24T21,17.14%,43.87%,33.52%,0.19%,5.28%,26.34,16.75
2023-01-24T22,16.70%,43.83%,31.92%,0.18%,7.37%,25.83,16.41
2023-01-24T23,17.19%,44.78%,30.96%,0.18%,6.90%,26.51,16.84
2023-01-25T00,17.20%,45.53%,31.32%,0.18%,5.77%,26.64,16.91
2023-01-25T01,17.50%,45.82%,31.33%,0.18%,5.18%,27.02,17.16
2023-01-25T02,17.28%,45.29%,32.29%,0.18%,4.95%,26.71,16.96
2023-01-25T03,17.01%,44.69%,33.74%,0.19%,4.37%,26.33,16.73
2023-01-25T04,16.83%,43.61%,34.53%,0.19%,4.84%,25.96,16.50
2023-01-25T05,16.56%,38.60%,34.40%,0.20%,10.24%,24.88,15.87
2023-01-25T06,16.64%,43.15%,35.01%,0.21%,4.99%,25.70,16.34
2023-01-25T07,16.75%,42.25%,35.40%,0.21%,5.39%,25.69,16.35
2023-01-25T08,16.92%,42.12%,35.60%,0.21%,5.14%,25.87,16.47
2023-01-25T09,16.83%,41.38%,35.44%,0.21%,6.14%,25.64,16.33
2023-01-25T10,16.74%,41.88%,34.55%,0.22%,6.62%,25.63,16.32
2023-01-25T11,16.11%,42.59%,32.40%,0.33%,8.56%,25.26,16.11
2023-01-25T12,15.97%,42.84%,30.99%,0.31%,9.88%,25.10,15.99
2023-01-25T13,16.19%,42.53%,30.50%,0.31%,10.46%,25.30,16.13
2023-01-25T14,16.21%,43.01%,30.56%,0.42%,9.80%,25.59,16.35
2023-01-25T15,16.37%,43.06%,30.66%,0.31%,9.59%,25.59,16.31
2023-01-25T16,16.49%,43.51%,30.56%,0.40%,9.04%,25.94,16.58
2023-01-25T17,16.37%,43.63%,30.92%,0.32%,8.77%,25.67,16.36
2023-01-25T18,16.55%,44.33%,30.97%,0.32%,7.83%,25.99,16.56
2023-01-25T19,16.29%,43.57%,31.21%,0.31%,8.62%,25.57,16.29
2023-01-25T20,16.38%,42.99%,31.47%,0.31%,8.85%,25.58,16.31
2023-01-25T21,16.46%,42.95%,31.36%,0.33%,8.89%,25.70,16.39
2023-01-25T22,16.18%,42.52%,30.99%,0.31%,9.99%,25.29,16.12
2023-01-25T23,17.08%,43.44%,30.80%,0.35%,8.33%,26.50,16.92
2023-01-26T00,17.29%,42.92%,31.35%,0.20%,8.23%,26.38,16.79
2023-01-26T01,17.14%,41.93%,32.24%,0.18%,8.50%,26.03,16.57
2023-01-26T02,17.04%,41.11%,33.08%,0.19%,8.59%,25.79,16.43
2023-01-26T03,17.01%,39.56%,34.30%,0.20%,8.93%,25.54,16.29
2023-01-26T04,17.19%,37.90%,35.30%,0.21%,9.41%,25.48,16.28
2023-01-26T05,16.54%,43.64%,34.68%,0.20%,4.94%,25.65,16.30
2023-01-26T06,17.48%,35.93%,36.53%,0.22%,9.85%,25.51,16.33
2023-01-26T07,17.52%,35.57%,36.64%,0.21%,10.06%,25.50,16.33
2023-01-26T08,17.63%,35.01%,36.85%,0.21%,10.31%,25.52,16.35
2023-01-26T09,17.28%,35.23%,36.13%,0.21%,11.15%,25.18,16.12
2023-01-26T10,16.97%,36.67%,34.68%,0.20%,11.47%,25.05,16.01
2023-01-26T11,17.16%,37.96%,33.18%,0.20%,11.50%,25.44,16.25
2023-01-26T12,17.09%,39.31%,31.31%,0.19%,12.10%,25.56,16.30
2023-01-26T13,17.05%,38.80%,30.89%,0.18%,13.08%,25.42,16.22
2023-01-26T14,16.82%,39.02%,31.14%,0.18%,12.84%,25.21,16.07
2023-01-26T15,16.84%,38.80%,31.18%,0.18%,13.00%,25.20,16.07
2023-01-26T16,16.87%,39.04%,31.09%,0.20%,12.79%,25.30,16.14
2023-01-26T17,16.89%,39.12%,31.15%,0.20%,12.64%,25.33,16.16
2023-01-26T18,15.92%,39.68%,31.75%,0.18%,12.47%,24.31,15.47
2023-01-26T19,16.88%,39.48%,31.26%,0.18%,12.20%,25.33,16.15
2023-01-26T20,17.80%,39.32%,31.32%,0.18%,11.37%,26.34,16.81
2023-01-26T21,17.65%,39.09%,31.30%,0.18%,11.77%,26.14,16.68
2023-01-26T22,17.13%,39.78%,30.44%,0.17%,12.48%,25.65,16.35
2023-01-26T23,18.12%,39.73%,30.04%,0.17%,11.94%,26.74,17.06
2023-01-27T00,18.34%,39.83%,30.18%,0.17%,11.47%,27.01,17.24
2023-01-27T01,18.36%,39.68%,30.26%,0.17%,11.53%,27.00,17.24
2023-01-27T02,17.78%,40.52%,30.97%,0.18%,10.55%,26.51,16.91
2023-01-27T03,18.04%,40.20%,32.21%,0.19%,9.36%,26.76,17.08
2023-01-27T04,17.98%,39.78%,33.06%,0.20%,8.98%,26.65,17.01
2023-01-27T05,17.39%,36.61%,36.29%,0.21%,9.50%,25.52,16.33
2023-01-27T06,17.88%,38.38%,34.54%,0.21%,8.99%,26.33,16.83
2023-01-27T07,17.92%,38.72%,34.66%,0.21%,8.49%,26.44,16.90
2023-01-27T08,17.82%,38.68%,34.45%,0.21%,8.84%,26.32,16.82
2023-01-27T09,17.40%,38.82%,33.87%,0.21%,9.70%,25.87,16.52
2023-01-27T10,17.11%,38.24%,33.16%,0.20%,11.28%,25.45,16.25
2023-01-27T11,17.07%,38.61%,31.34%,0.19%,12.79%,25.43,16.23
2023-01-27T12,17.80%,39.78%,29.59%,0.17%,12.67%,26.39,16.84
2023-01-27T13,17.85%,39.63%,29.24%,0.18%,13.11%,26.43,16.87
2023-01-27T14,17.76%,37.49%,29.99%,0.18%,14.58%,26.00,16.62
2023-01-27T15,17.58%,37.52%,30.66%,0.18%,14.06%,25.81,16.49
2023-01-27T16,17.30%,37.56%,31.15%,0.19%,13.80%,25.52,16.30
2023-01-27T17,17.00%,37.87%,31.61%,0.19%,13.33%,25.23,16.11
2023-01-27T18,17.00%,37.02%,32.11%,0.19%,13.69%,25.10,16.03
2023-01-27T19,17.17%,36.78%,31.95%,0.19%,13.91%,25.25,16.14
2023-01-27T20,17.42%,36.23%,32.30%,0.19%,13.86%,25.44,16.27
2023-01-27T21,17.70%,37.16%,32.67%,0.19%,12.28%,25.90,16.56
2023-01-27T22,16.78%,39.45%,31.47%,0.18%,12.12%,25.22,16.07
2023-01-27T23,17.14%,40.76%,30.33%,0.17%,11.59%,25.82,16.44
2023-01-28T00,16.44%,40.88%,30.86%,0.17%,11.65%,25.05,15.94
2023-01-28T01,16.42%,40.70%,31.03%,0.17%,11.68%,25.00,15.91
2023-01-28T02,16.70%,40.41%,31.83%,0.18%,10.88%,25.29,16.11
2023-01-28T03,17.05%,39.55%,32.74%,0.19%,10.47%,25.56,16.30
2023-01-28T04,17.26%,39.00%,33.22%,0.19%,10.32%,25.72,16.41
2023-01-28T05,17.96%,39.09%,33.86%,0.20%,8.89%,26.53,16.95
2023-01-28T06,17.86%,37.90%,35.11%,0.21%,8.92%,26.23,16.78
2023-01-28T07,18.01%,38.30%,35.78%,0.21%,7.70%,26.47,16.93
2023-01-28T08,18.42%,39.12%,36.08%,0.22%,6.16%,27.06,17.31
2023-01-28T09,18.53%,39.70%,36.18%,0.22%,5.37%,27.29,17.45
2023-01-28T10,18.28%,40.94%,35.62%,0.22%,4.93%,27.20,17.37
2023-01-28T11,18.63%,41.51%,34.77%,0.21%,4.87%,27.67,17.67
2023-01-28T12,18.20%,41.61%,33.56%,0.20%,6.42%,27.19,17.35
2023-01-28T13,18.20%,41.51%,33.14%,0.20%,6.95%,27.16,17.33
